"SQGDP2 Gross domestic product (GDP) by state 1/"
"(Millions of current dollars)" 
"Bureau of Economic Analysis" 
"State or DC"
"GeoFips","GeoName","LineCode","Description","2018:Q1","2018:Q2","2018:Q3","2018:Q4"
"16000","Idaho","12","      Manufacturing",8487.2,8490.5,8600.7,8851.2
"16000","Idaho","13","          Durable goods manufacturing",5493.5,5385.5,5451.8,5647.1
"16000","Idaho","25","          Nondurable goods manufacturing",2993.7,3104.9,3148.8,3204.1
"16000","Idaho","34","      Wholesale trade",4455.6,4507.7,4568.7,4728.5
"16000","Idaho","35","      Retail trade",5920.5,5939.2,6059.2,6052.4
"16000","Idaho","36","      Transportation and warehousing",2264.0,2299.6,2362.7,2402.7
"16000","Idaho","45","      Information",1524.0,1597.0,1585.3,1617.5
"16000","Idaho","51","      Finance and insurance",3301.2,3468.5,3560.6,3490.7
"16000","Idaho","56","      Real estate and rental and leasing",10449.1,10608.2,10728.9,10837.4
"16000","Idaho","60","      Professional, scientific, and technical services",4052.6,4133.3,4249.6,4305.7
"16000","Idaho","64","      Management of companies and enterprises",785.2,868.6,871.8,934.3
"16000","Idaho","65","      Administrative and support and waste management and remediation services",2983.7,2981.5,2963.7,2973.0
"16000","Idaho","69","      Educational services",582.4,593.5,602.6,625.1
"16000","Idaho","70","      Health care and social assistance",6253.5,6425.1,6473.4,6596.4
"16000","Idaho","76","      Arts, entertainment, and recreation",587.8,631.0,657.5,657.6
"16000","Idaho","79","      Accommodation and food services",2436.7,2483.6,2528.2,2577.0
"16000","Idaho","82","      Other services (except government and government enterprises)",1499.2,1525.5,1544.6,1596.3
"16000","Idaho","83","  Government and government enterprises",9977.7,10197.6,10226.2,10329.1
"17000","Illinois","1","All industry total",851327.0,860587.7,872316.6,877010.4
"17000","Illinois","2","  Private industries",769599.5,778288.6,788969.7,793826.4
"17000","Illinois","3","      Agriculture, forestry, fishing and hunting",6302.0,6815.9,6811.1,6535.8
"17000","Illinois","6","      Mining, quarrying, and oil and gas extraction",2248.6,2452.8,2631.0,2588.4
"17000","Illinois","10","      Utilities",13933.6,14454.4,14205.6,14808.6
"17000","Illinois","11","      Construction",30142.3,30366.7,30520.6,30580.0
"17000","Illinois","12","      Manufacturing",107854.6,107330.5,107474.8,108134.2
"17000","Illinois","13","          Durable goods manufacturing",52402.8,53156.6,52900.5,52579.5
"17000","Illinois","25","          Nondurable goods manufacturing",55451.8,54173.9,54574.2,55554.8
"17000","Illinois","34","      Wholesale trade",66379.4,66379.4,67396.3,69481.7
"17000","Illinois","35","      Retail trade",40838.2,41923.8,41192.9,41893.6
"17000","Illinois","36","      Transportation and warehousing",33880.8,34975.8,35555.9,36429.3
"17000","Illinois","45","      Information",28634.7,29440.0,30199.9,30271.8
"17000","Illinois","51","      Finance and insurance",86369.3,87836.6,91732.7,89020.9
"17000","Illinois","56","      Real estate and rental and leasing",107023.5,108381.2,109584.7,110735.2
"17000","Illinois","60","      Professional, scientific, and technical services",70118.2,72462.0,72283.7,72236.5
"17000","Illinois","64","      Management of companies and enterprises",17699.1,15936.0,17200.0,17039.3
"17000","Illinois","65","      Administrative and support and waste management and remediation services",29123.8,29150.6,29844.7,30459.2
"17000","Illinois","69","      Educational services",12999.0,13057.3,13228.9,13301.6
"17000","Illinois","70","      Health care and social assistance",61560.7,61622.1,62881.6,63902.2
"17000","Illinois","76","      Arts, entertainment, and recreation",9505.9,10078.9,10174.0,10055.6
"17000","Illinois","79","      Accommodation and food services",25611.4,25932.6,26272.9,26305.1
"17000","Illinois","82","      Other services (except government and government enterprises)",19374.5,19691.9,19778.6,20047.3
"17000","Illinois","83","  Government and government enterprises",81727.5,82299.1,83346.9,83184.0
"18000","Indiana","1","All industry total",361793.8,365477.9,368747.9,371182.7
"18000","Indiana","2","  Private industries",328574.3,331732.8,334743.0,336950.9
"18000","Indiana","3","      Agriculture, forestry, fishing and hunting",3876.1,4226.5,4180.3,3929.2
"18000","Indiana","6","      Mining, quarrying, and oil and gas extraction",1287.0,1272.6,1251.5,1184.0
"18000","Indiana","10","      Utilities",6736.6,7092.4,6835.8,7069.8
"18000","Indiana","11","      Construction",13786.4,13979.2,14174.3,14340.7
"18000","Indiana","12","      Manufacturing",100087.3,99998.6,101185.4,101665.4
"18000","Indiana","13","          Durable goods manufacturing",58342.0,58192.1,59253.8,59578.8
"18000","Indiana","25","          Nondurable goods manufacturing",41745.3,41806.5,41931.7,42086.6
"18000","Indiana","34","      Wholesale trade",20462.5,20401.6,20670.2,21006.0
"18000","Indiana","35","      Retail trade",19898.3,20192.7,20105.7,20253.5
"18000","Indiana","36","      Transportation and warehousing",12729.1,13141.4,13254.9,13541.5
"18000","Indiana","45","      Information",6144.4,6220.1,6122.6,6279.5
"18000","Indiana","51","      Finance and insurance",21237.8,21075.3,21660.3,20848.2
"18000","Indiana","56","      Real estate and rental and leasing",35689.0,36100.9,36467.2,36863.3
"18000","Indiana","60","      Professional, scientific, and technical services",15650.0,15982.4,16125.9,16676.9
"18000","Indiana","64","      Management of companies and enterprises",4870.2,4761.6,4979.7,4595.8
"18000","Indiana","65","      Administrative and support and waste management and remediation services",10675.5,10699.8,10740.5,10946.7
"18000","Indiana","69","      Educational services",3712.6,3816.1,3853.4,3884.8
"18000","Indiana","70","      Health care and social assistance",30613.1,31075.8,31211.3,31722.3
"18000","Indiana","76","      Arts, entertainment, and recreation",3719.8,4036.1,4029.3,4068.1
"18000","Indiana","79","      Accommodation and food services",9412.1,9529.5,9637.4,9721.5
"18000","Indiana","82","      Other services (except government and government enterprises)",7986.5,8130.2,8257.3,8353.8
"18000","Indiana","83","  Government and government enterprises",33219.5,33745.1,34004.9,34231.8
"19000","Iowa","1","All industry total",186652.9,190178.9,190936.5,191038.1
"19000","Iowa","2","  Private industries",165084.6,168431.1,169012.8,169110.3
"19000","Iowa","3","      Agriculture, forestry, fishing and hunting",9284.4,8733.5,8035.6,7920.4
"19000","Iowa","6","      Mining, quarrying, and oil and gas extraction",368.3,382.4,402.0,380.8
"19000","Iowa","10","      Utilities",3185.7,3525.8,3324.0,3522.5
"19000","Iowa","11","      Construction",7545.2,7690.4,7817.3,7745.7
"19000","Iowa","12","      Manufacturing",32653.9,33457.7,33972.8,34144.1
"19000","Iowa","13","          Durable goods manufacturing",16723.4,17204.9,17781.4,17809.3
"19000","Iowa","25","          Nondurable goods manufacturing",15930.5,16252.8,16191.4,16334.8
"19000","Iowa","34","      Wholesale trade",11219.0,11244.8,11384.7,11671.0
"19000","Iowa","35","      Retail trade",9793.6,9934.6,9913.9,9930.7
"19000","Iowa","36","      Transportation and warehousing",6222.8,6345.4,6449.0,6509.2
"19000","Iowa","45","      Information",4811.7,4761.8,4805.8,4829.4
"19000","Iowa","51","      Finance and insurance",24999.5,26291.7,26648.4,25759.8
"19000","Iowa","56","      Real estate and rental and leasing",19188.6,19466.3,19662.2,19863.3
"19000","Iowa","60","      Professional, scientific, and technical services",6399.4,6501.5,6522.1,6547.0
"19000","Iowa","64","      Management of companies and enterprises",2176.6,2352.9,2328.7,2306.7
"19000","Iowa","65","      Administrative and support and waste management and remediation services",3809.7,3875.7,3885.0,3923.7
"19000","Iowa","69","      Educational services",1802.9,1822.1,1832.1,1837.7
"19000","Iowa","70","      Health care and social assistance",12365.7,12622.6,12544.3,12650.6
"19000","Iowa","76","      Arts, entertainment, and recreation",1169.3,1212.2,1238.3,1223.4
"19000","Iowa","79","      Accommodation and food services",4295.2,4329.4,4371.7,4401.7
"19000","Iowa","82","      Other services (except government and government enterprises)",3793.2,3880.4,3875.0,3942.5
"19000","Iowa","83","  Government and government enterprises",21568.4,21747.7,21923.6,21927.9
"20000","Kansas","1","All industry total",165477.1,168173.0,169379.1,170242.9
"20000","Kansas","2","  Private industries",144164.1,146519.1,147479.8,148307.0
"20000","Kansas","3","      Agriculture, forestry, fishing and hunting",4313.5,3956.1,3356.2,3137.4
"20000","Kansas","6","      Mining, quarrying, and oil and gas extraction",1024.0,1144.7,1063.7,993.4
"20000","Kansas","10","      Utilities",2962.6,3032.9,3070.3,3198.6
"20000","Kansas","11","      Construction",6093.1,6251.9,6339.7,6513.0
"20000","Kansas","12","      Manufacturing",26902.1,27438.4,27900.5,28056.4
"20000","Kansas","13","          Durable goods manufacturing",14330.0,14726.4,14968.2,15125.3
"20000","Kansas","25","          Nondurable goods manufacturing",12572.1,12712.0,12932.3,12931.1
"20000","Kansas","34","      Wholesale trade",10792.8,11014.5,10904.1,11198.9
"20000","Kansas","35","      Retail trade",10105.9,10172.6,10116.9,10156.5
"20000","Kansas","36","      Transportation and warehousing",6993.3,7127.9,7259.5,7430.0
"20000","Kansas","45","      Information",6290.8,6504.3,6608.7,6610.6
"20000","Kansas","51","      Finance and insurance",9091.2,9274.4,9384.8,8954.1
"20000","Kansas","56","      Real estate and rental and leasing",19755.2,20156.6,20341.3,20631.4
"20000","Kansas","60","      Professional, scientific, and technical services",9073.2,9199.8,9311.5,9301.6
"20000","Kansas","64","      Management of companies and enterprises",3587.0,3593.1,3851.0,3921.8
"20000","Kansas","65","      Administrative and support and waste management and remediation services",5010.3,5089.5,5194.9,5273.5
"20000","Kansas","69","      Educational services",1120.4,1149.9,1141.5,1143.1
"20000","Kansas","70","      Health care and social assistance",12342.9,12529.5,12688.8,12807.4
"20000","Kansas","76","      Arts, entertainment, and recreation",890.7,945.1,943.7,946.4
"20000","Kansas","79","      Accommodation and food services",4156.2,4177.0,4219.7,4236.6
"20000","Kansas","82","      Other services (except government and government enterprises)",3659.0,3760.7,3782.8,3796.5
"20000","Kansas","83","  Government and government enterprises",21313.0,21653.9,21899.3,21935.8
"21000","Kentucky","1","All industry total",204566.6,207645.5,209064.6,211073.3
"21000","Kentucky","2","  Private industries",176650.0,179436.8,180924.6,182780.9
"21000","Kentucky","3","      Agriculture, forestry, fishing and hunting",2733.2,2876.9,2699.8,2767.1
"21000","Kentucky","6","      Mining, quarrying, and oil and gas extraction",1747.1,1784.6,1777.7,1681.7
"21000","Kentucky","10","      Utilities",3662.1,3693.6,3700.2,3900.7
"21000","Kentucky","11","      Construction",8609.3,8751.1,8702.3,8744.0
"21000","Kentucky","12","      Manufacturing",37299.1,37442.5,38023.0,38216.3
"21000","Kentucky","13","          Durable goods manufacturing",21084.5,21348.8,21470.0,21870.1
"21000","Kentucky","25","          Nondurable goods manufacturing",16214.6,16093.7,16553.0,16346.2
"21000","Kentucky","34","      Wholesale trade",13803.2,14049.8,14279.4,14649.9
"21000","Kentucky","35","      Retail trade",11986.2,12193.2,12232.2,12259.2
"21000","Kentucky","36","      Transportation and warehousing",10123.6,10343.5,10490.7,10734.8
"21000","Kentucky","45","      Information",4436.1,4715.2,4620.8,4634.7
"21000","Kentucky","51","      Finance and insurance",11787.2,12183.4,12054.8,12176.6
"21000","Kentucky","56","      Real estate and rental and leasing",21175.4,21535.6,21701.9,21997.2
"21000","Kentucky","60","      Professional, scientific, and technical services",8407.2,8580.1,8660.2,8699.6
"21000","Kentucky","64","      Management of companies and enterprises",2788.6,2756.5,2927.8,2865.6
"21000","Kentucky","65","      Administrative and support and waste management and remediation services",6348.1,6416.6,6468.6,6577.5
"21000","Kentucky","69","      Educational services",1401.7,1404.9,1447.4,1468.1
"21000","Kentucky","70","      Health care and social assistance",18217.5,18440.2,18640.8,18819.6
"21000","Kentucky","76","      Arts, entertainment, and recreation",1127.6,1104.2,1141.9,1116.3
"21000","Kentucky","79","      Accommodation and food services",6599.6,6680.7,6795.6,6853.2
"21000","Kentucky","82","      Other services (except government and government enterprises)",4397.1,4484.3,4559.5,4618.8
"21000","Kentucky","83","  Government and government enterprises",27916.6,28208.7,28140.0,28292.4
"22000","Louisiana","1","All industry total",251744.8,256654.9,259272.8,261478.5
"22000","Louisiana","2","  Private industries",223400.7,228164.3,230419.0,232559.6
"22000","Louisiana","3","      Agriculture, forestry, fishing and hunting",1418.0,1699.2,1655.9,1641.4
"22000","Louisiana","6","      Mining, quarrying, and oil and gas extraction",11748.9,12130.1,12637.8,12262.9
"22000","Louisiana","10","      Utilities",5211.4,5037.4,5093.2,5184.9
"22000","Louisiana","11","      Construction",13353.6,13804.2,13798.1,13655.0
"22000","Louisiana","12","      Manufacturing",50638.9,51656.5,52883.6,53813.2
"22000","Louisiana","13","          Durable goods manufacturing",7576.1,7664.1,7796.6,7779.2
"22000","Louisiana","25","          Nondurable goods manufacturing",43062.8,43992.4,45087.0,46034.0
"22000","Louisiana","34","      Wholesale trade",13092.1,13174.3,13407.4,13749.1
"22000","Louisiana","35","      Retail trade",15932.2,16219.9,16087.2,16073.1
"22000","Louisiana","36","      Transportation and warehousing",9426.2,9708.1,9814.2,10015.4
"22000","Louisiana","45","      Information",5047.9,5205.3,5027.5,5385.8
"22000","Louisiana","51","      Finance and insurance",11650.4,11629.8,12292.6,11959.9
"22000","Louisiana","56","      Real estate and rental and leasing",25548.9,25879.0,26055.4,26390.6
"22000","Louisiana","60","      Professional, scientific, and technical services",12241.9,12502.5,12614.5,12481.0
"22000","Louisiana","64","      Management of companies and enterprises",2577.4,2713.4,2661.8,2742.8
"22000","Louisiana","65","      Administrative and support and waste management and remediation services",6918.6,7107.4,7132.7,7321.2
"22000","Louisiana","69","      Educational services",2630.2,2645.9,2648.3,2719.4
"22000","Louisiana","70","      Health care and social assistance",18965.6,19690.2,19390.0,19682.3
"22000","Louisiana","76","      Arts, entertainment, and recreation",2479.3,2661.6,2519.4,2618.6
"22000","Louisiana","79","      Accommodation and food services",9143.8,9191.8,9146.8,9282.2
"22000","Louisiana","82","      Other services (except government and government enterprises)",5375.4,5507.6,5552.7,5580.9
"22000","Louisiana","83","  Government and government enterprises",28344.2,28490.5,28853.8,28918.9
"23000","Maine","1","All industry total",63697.9,64746.4,65434.3,65545.5
"23000","Maine","2","  Private industries",54910.0,55877.6,56495.2,56492.9
"23000","Maine","3","      Agriculture, forestry, fishing and hunting",747.2,792.0,871.4,891.8
"23000","Maine","6","      Mining, quarrying, and oil and gas extraction",39.6,38.3,39.4,38.4
"23000","Maine","10","      Utilities",981.0,1038.6,989.3,1049.1
"23000","Maine","11","      Construction",2358.6,2441.0,2371.6,2341.6
"23000","Maine","12","      Manufacturing",6096.5,6181.9,6229.6,6170.0
"23000","Maine","13","          Durable goods manufacturing",3240.2,3260.6,3277.4,3350.9
"23000","Maine","25","          Nondurable goods manufacturing",2856.3,2921.4,2952.1,2819.1
"23000","Maine","34","      Wholesale trade",3505.9,3493.1,3544.6,3632.1
"23000","Maine","35","      Retail trade",5048.0,5144.9,5149.5,5174.0
"23000","Maine","36","      Transportation and warehousing",1431.2,1470.1,1481.5,1516.5
"23000","Maine","45","      Information",1182.6,1205.9,1237.9,1206.6
"23000","Maine","51","      Finance and insurance",4056.0,4132.5,4233.3,4112.2
"23000","Maine","56","      Real estate and rental and leasing",9145.0,9282.3,9375.3,9451.0
"23000","Maine","60","      Professional, scientific, and technical services",3645.6,3726.7,3760.8,3622.0
"23000","Maine","64","      Management of companies and enterprises",1231.0,1304.0,1341.3,1328.8
"23000","Maine","65","      Administrative and support and waste management and remediation services",1962.2,1946.9,1996.7,1988.2
"23000","Maine","69","      Educational services",1020.8,1040.6,1042.0,1073.3
"23000","Maine","70","      Health care and social assistance",7581.0,7610.0,7745.2,7776.2
"23000","Maine","76","      Arts, entertainment, and recreation",652.0,694.4,703.0,707.5
"23000","Maine","79","      Accommodation and food services",2819.5,2898.6,2930.4,2951.1
"23000","Maine","82","      Other services (except government and government enterprises)",1406.3,1435.6,1452.4,1462.3
"23000","Maine","83","  Government and government enterprises",8787.9,8868.8,8939.1,9052.5
"24000","Maryland","1","All industry total",405572.7,412084.7,414703.9,417975.6
"24000","Maryland","2","  Private industries",323351.0,328785.4,330982.5,333854.9
"24000","Maryland","3","      Agriculture, forestry, fishing and hunting",819.4,863.8,794.4,818.0
"24000","Maryland","6","      Mining, quarrying, and oil and gas extraction",338.2,335.0,342.8,293.5
"24000","Maryland","10","      Utilities",7459.8,7923.4,7694.4,7936.4
"24000","Maryland","11","      Construction",18033.0,18202.5,18223.5,18324.3
"24000","Maryland","12","      Manufacturing",24625.6,23839.3,24457.2,24877.3
"24000","Maryland","13","          Durable goods manufacturing",10491.7,11128.0,11066.0,11208.9
"24000","Maryland","25","          Nondurable goods manufacturing",14133.9,12711.3,13391.3,13668.4
"24000","Maryland","34","      Wholesale trade",17430.8,17554.0,17735.1,18127.9
"24000","Maryland","35","      Retail trade",19901.6,20131.5,20155.3,20224.1
"24000","Maryland","36","      Transportation and warehousing",8889.7,9038.4,9179.2,9339.4
"24000","Maryland","45","      Information",16926.3,17672.7,17873.6,18136.1
"24000","Maryland","51","      Finance and insurance",22120.4,22822.1,23200.5,22188.1
"24000","Maryland","56","      Real estate and rental and leasing",67381.3,68861.5,69192.0,70256.4
"24000","Maryland","60","      Professional, scientific, and technical services",40208.4,40822.0,41125.5,41346.6
"24000","Maryland","64","      Management of companies and enterprises",4666.0,4565.5,4702.5,4870.8
"24000","Maryland","65","      Administrative and support and waste management and remediation services",12564.5,12705.4,12680.9,12809.0
"24000","Maryland","69","      Educational services",6646.7,6814.9,6793.1,6771.8
"24000","Maryland","70","      Health care and social assistance",30427.6,31116.1,31035.4,31431.9
"24000","Maryland","76","      Arts, entertainment, and recreation",4309.1,4549.4,4542.0,4650.7
"24000","Maryland","79","      Accommodation and food services",11330.0,11486.6,11680.0,11786.2
"24000","Maryland","82","      Other services (except government and government enterprises)",9272.8,9481.4,9575.1,9666.6
"24000","Maryland","83","  Government and government enterprises",82221.6,83299.3,83721.4,84120.7
"25000","Massachusetts","1","All industry total",558472.0,568220.1,573506.4,577753.7
"25000","Massachusetts","2","  Private industries",504114.6,513077.1,517776.6,521522.0
"25000","Massachusetts","3","      Agriculture, forestry, fishing and hunting",633.5,644.3,752.9,794.6
"25000","Massachusetts","6","      Mining, quarrying, and oil and gas extraction",303.8,323.8,338.3,324.4
"25000","Massachusetts","10","      Utilities",7444.4,7129.8,7005.0,7327.9
"25000","Massachusetts","11","      Construction",20628.3,21098.9,21057.0,21477.4
"25000","Massachusetts","12","      Manufacturing",52619.8,52833.1,52602.2,52399.3
"25000","Massachusetts","13","          Durable goods manufacturing",34275.7,34377.3,34396.9,34671.2
"25000","Massachusetts","25","          Nondurable goods manufacturing",18344.1,18455.7,18205.4,17728.1
"25000","Massachusetts","34","      Wholesale trade",27379.2,27022.4,28109.4,28043.8
"25000","Massachusetts","35","      Retail trade",21940.3,22386.1,22561.5,22566.2
"25000","Massachusetts","36","      Transportation and warehousing",10306.2,10706.5,10924.1,11217.0
"25000","Massachusetts","45","      Information",30342.0,31785.7,31938.0,32863.2
"25000","Massachusetts","51","      Finance and insurance",52099.7,53435.1,53403.8,52377.7
"25000","Massachusetts","56","      Real estate and rental and leasing",79261.3,80417.6,80999.3,81889.7
"25000","Massachusetts","60","      Professional, scientific, and technical services",71448.2,72964.5,74062.0,74941.1
"25000","Massachusetts","64","      Management of companies and enterprises",12622.5,13429.8,13913.5,13926.2
"25000","Massachusetts","65","      Administrative and support and waste management and remediation services",15103.4,15447.5,15755.8,16162.1
"25000","Massachusetts","69","      Educational services",17064.5,17195.7,17364.3,17437.8
"25000","Massachusetts","70","      Health care and social assistance",51754.1,52225.2,52575.4,53058.5
"25000","Massachusetts","76","      Arts, entertainment, and recreation",6653.1,6997.7,7073.1,7072.1
"25000","Massachusetts","79","      Accommodation and food services",16063.3,16401.2,16553.6,16738.9
"25000","Massachusetts","82","      Other services (except government and government enterprises)",10447.0,10632.3,10787.1,10903.9
"25000","Massachusetts","83","  Government and government enterprises",54357.4,55143.0,55729.7,56231.7
"26000","Michigan","1","All industry total",519926.0,526008.7,530613.5,531835.0
"26000","Michigan","2","  Private industries",465326.4,470587.9,474743.9,475956.4
"26000","Michigan","3","      Agriculture, forestry, fishing and hunting",3263.1,3188.6,2824.8,2791.3
"26000","Michigan","6","      Mining, quarrying, and oil and gas extraction",2019.8,2054.7,2181.5,2039.6
"26000","Michigan","10","      Utilities",10036.6,10707.5,10791.6,10983.3
"26000","Michigan","11","      Construction",21036.8,21455.4,21719.1,21585.0
"26000","Michigan","12","      Manufacturing",97493.3,98954.0,100253.5,100229.9
"26000","Michigan","13","          Durable goods manufacturing",74692.7,76361.4,77725.2,77786.2
"26000","Michigan","25","          Nondurable goods manufacturing",22800.5,22592.5,22528.3,22443.8
"26000","Michigan","34","      Wholesale trade",34420.9,34415.5,34763.5,35408.4
"26000","Michigan","35","      Retail trade",31404.9,32148.6,32289.1,32342.4
"26000","Michigan","36","      Transportation and warehousing",13265.4,13581.4,13736.2,13977.8
"26000","Michigan","45","      Information",13008.9,13142.2,13075.5,13250.7
"26000","Michigan","51","      Finance and insurance",27045.3,27021.7,28018.1,27142.1
"26000","Michigan","56","      Real estate and rental and leasing",62352.0,63092.7,63643.4,64096.6
"26000","Michigan","60","      Professional, scientific, and technical services",41102.5,41476.6,41302.4,41584.6
"26000","Michigan","64","      Management of companies and enterprises",12054.4,11956.4,11673.0,11316.0
"26000","Michigan","65","      Administrative and support and waste management and remediation services",17158.0,17282.8,17430.0,17501.7
"26000","Michigan","69","      Educational services",4396.9,4287.6,4324.5,4344.1
"26000","Michigan","70","      Health care and social assistance",44541.0,44964.7,45405.5,45677.0
"26000","Michigan","76","      Arts, entertainment, and recreation",3883.9,3685.6,3715.7,3868.7
"26000","Michigan","79","      Accommodation and food services",15059.1,15152.6,15435.8,15546.8
"26000","Michigan","82","      Other services (except government and government enterprises)",11783.7,12019.3,12160.6,12270.6
"26000","Michigan","83","  Government and government enterprises",54599.6,55420.8,55869.6,55878.7
"27000","Minnesota","1","All industry total",360356.8,367676.1,372694.5,374682.1
"27000","Minnesota","2","  Private industries",324391.5,331353.5,335552.6,337867.7
"27000","Minnesota","3","      Agriculture, forestry, fishing and hunting",5379.7,5676.3,5226.6,5068.5
"27000","Minnesota","6","      Mining, quarrying, and oil and gas extraction",2714.7,2979.6,3137.8,3430.0
"27000","Minnesota","10","      Utilities",5583.7,5557.8,5588.5,5710.3
"27000","Minnesota","11","      Construction",14133.4,14337.0,14801.3,14760.7
"27000","Minnesota","12","      Manufacturing",50993.1,52400.1,52650.1,52955.2
"27000","Minnesota","13","          Durable goods manufacturing",32231.4,33033.9,33298.8,33310.2
"27000","Minnesota","25","          Nondurable goods manufacturing",18761.7,19366.2,19351.3,19645.0
"27000","Minnesota","34","      Wholesale trade",25004.1,25112.1,25556.4,26474.1
"27000","Minnesota","35","      Retail trade",19465.5,19908.0,19833.9,20008.4
"27000","Minnesota","36","      Transportation and warehousing",11622.0,11830.6,12020.4,12185.5
"27000","Minnesota","45","      Information",12089.7,12241.7,12147.7,12314.0
"27000","Minnesota","51","      Finance and insurance",31437.8,32852.2,33956.8,33227.7
"27000","Minnesota","56","      Real estate and rental and leasing",39649.5,40346.3,40828.3,41159.8
"27000","Minnesota","60","      Professional, scientific, and technical services",25188.8,25653.6,25592.6,25889.3
"27000","Minnesota","64","      Management of companies and enterprises",13211.8,13583.8,14240.8,13985.8
"27000","Minnesota","65","      Administrative and support and waste management and remediation services",8967.6,9185.3,9245.3,9285.5
"27000","Minnesota","69","      Educational services",3742.5,3826.3,3846.6,3887.6
"27000","Minnesota","70","      Health care and social assistance",35039.0,35347.4,36108.3,36537.2
"27000","Minnesota","76","      Arts, entertainment, and recreation",3555.0,3708.8,3782.4,3835.1
"27000","Minnesota","79","      Accommodation and food services",8962.6,9078.1,9141.7,9277.1
"27000","Minnesota","82","      Other services (except government and government enterprises)",7651.2,7728.6,7846.9,7875.8
"27000","Minnesota","83","  Government and government enterprises",35965.3,36322.6,37142.0,36814.3
"28000","Mississippi","1","All industry total",112673.8,114940.3,115471.0,116251.6
"28000","Mississippi","2","  Private industries",93274.0,95574.2,95782.8,96559.2
"28000","Mississippi","3","      Agriculture, forestry, fishing and hunting",2223.3,2421.7,2250.8,2320.2
"28000","Mississippi","6","      Mining, quarrying, and oil and gas extraction",830.1,932.0,972.1,948.6
"28000","Mississippi","10","      Utilities",3326.8,3462.7,3423.1,3547.6
"28000","Mississippi","11","      Construction",4192.2,4476.4,4159.9,4283.8
"28000","Mississippi","12","      Manufacturing",18489.4,18711.4,19005.8,18889.1
"28000","Mississippi","13","          Durable goods manufacturing",10536.4,10420.3,10524.7,10623.3
"28000","Mississippi","25","          Nondurable goods manufacturing",7953.0,8291.1,8481.1,8265.8
"28000","Mississippi","34","      Wholesale trade",6049.5,6108.9,6197.5,6358.1
"28000","Mississippi","35","      Retail trade",8954.3,9135.5,9035.8,9061.8
"28000","Mississippi","36","      Transportation and warehousing",4171.2,4291.8,4352.3,4410.1
"28000","Mississippi","45","      Information",2138.7,2232.0,2219.8,2220.8
"28000","Mississippi","51","      Finance and insurance",5409.4,5690.3,5699.4,5668.3
"28000","Mississippi","56","      Real estate and rental and leasing",11785.6,11967.0,12078.2,12217.6
"28000","Mississippi","60","      Professional, scientific, and technical services",3683.5,3778.9,3729.7,3698.1
"28000","Mississippi","64","      Management of companies and enterprises",1396.8,1395.5,1435.8,1387.2
"28000","Mississippi","65","      Administrative and support and waste management and remediation services",3043.4,3157.8,3168.9,3300.8
"28000","Mississippi","69","      Educational services",910.3,922.7,932.9,924.2
"28000","Mississippi","70","      Health care and social assistance",8924.6,8980.2,9153.7,9232.2
"28000","Mississippi","76","      Arts, entertainment, and recreation",594.5,613.4,606.6,591.8
"28000","Mississippi","79","      Accommodation and food services",4521.9,4613.0,4650.3,4766.5
"28000","Mississippi","82","      Other services (except government and government enterprises)",2628.7,2682.9,2710.4,2732.5
"28000","Mississippi","83","  Government and government enterprises",19399.8,19366.1,19688.2,19692.4
"29000","Missouri","1","All industry total",312514.3,319013.2,321184.4,322971.9
"29000","Missouri","2","  Private industries",275874.3,281873.7,283704.1,285411.4
"29000","Missouri","3","      Agriculture, forestry, fishing and hunting",2791.6,2979.9,2282.3,2133.9
"29000","Missouri","6","      Mining, quarrying, and oil and gas extraction",996.5,1014.3,1035.3,941.4
"29000","Missouri","10","      Utilities",5514.2,5561.5,5576.4,5671.1
"29000","Missouri","11","      Construction",11650.4,11737.8,11807.6,11791.2
"29000","Missouri","12","      Manufacturing",37986.1,38929.7,39398.7,39711.9
"29000","Missouri","13","          Durable goods manufacturing",20311.6,20864.3,21280.6,21566.5
"29000","Missouri","25","          Nondurable goods manufacturing",17674.5,18065.3,18118.1,18145.5
"29000","Missouri","34","      Wholesale trade",20867.2,20900.7,21446.5,21692.0
"29000","Missouri","35","      Retail trade",18429.5,18657.9,18564.8,18649.3
"29000","Missouri","36","      Transportation and warehousing",10978.0,11289.7,11399.5,11595.8
"29000","Missouri","45","      Information",12294.3,12944.9,13104.1,13113.5
"29000","Missouri","51","      Finance and insurance",25116.4,26223.8,26735.3,26319.7
"29000","Missouri","56","      Real estate and rental and leasing",34851.4,35393.9,35862.8,36253.6
"29000","Missouri","60","      Professional, scientific, and technical services",22186.9,22648.1,22801.7,22703.2
"29000","Missouri","64","      Management of companies and enterprises",9717.3,10196.9,9902.5,10078.3
"29000","Missouri","65","      Administrative and support and waste management and remediation services",9586.9,9606.3,9727.8,9942.9
"29000","Missouri","69","      Educational services",4092.5,4123.4,4098.5,4172.3
"29000","Missouri","70","      Health care and social assistance",28655.4,29113.9,29261.0,29821.9
"29000","Missouri","76","      Arts, entertainment, and recreation",3559.1,3742.0,3692.1,3621.2
"29000","Missouri","79","      Accommodation and food services",9212.6,9319.2,9453.3,9549.0
"29000","Missouri","82","      Other services (except government and government enterprises)",7387.9,7489.9,7554.0,7649.3
"29000","Missouri","83","  Government and government enterprises",36640.0,37139.5,37480.3,37560.5
"30000","Montana","1","All industry total",49190.4,50111.0,50615.5,51389.5
