"SQGDP2 Gross domestic product (GDP) by state 1/"
"(Millions of current dollars)" 
"Bureau of Economic Analysis" 
"State or DC"
"GeoFips","GeoName","LineCode","Description","2018:Q1","2018:Q2","2018:Q3","2018:Q4"
"44000","Rhode Island","65","      Administrative and support and waste management and remediation services",1874.5,1914.8,1927.1,1963.5
"44000","Rhode Island","69","      Educational services",1934.1,1949.8,1949.7,1965.1
"44000","Rhode Island","70","      Health care and social assistance",5973.1,6039.0,6080.1,6170.8
"44000","Rhode Island","76","      Arts, entertainment, and recreation",721.4,721.6,705.9,719.7
"44000","Rhode Island","79","      Accommodation and food services",2213.4,2272.6,2298.2,2338.6
"44000","Rhode Island","82","      Other services (except government and government enterprises)",1261.9,1287.3,1304.8,1323.1
"44000","Rhode Island","83","  Government and government enterprises",7870.4,8058.6,8034.2,7987.1
"45000","South Carolina","1","All industry total",228541.1,232473.9,235528.2,239176.3
"45000","South Carolina","2","  Private industries",193448.9,196701.6,199429.3,203128.0
"45000","South Carolina","3","      Agriculture, forestry, fishing and hunting",1022.1,1110.4,953.1,995.2
"45000","South Carolina","6","      Mining, quarrying, and oil and gas extraction",409.2,444.9,464.8,467.6
"45000","South Carolina","10","      Utilities",5174.4,5831.1,5831.4,6226.3
"45000","South Carolina","11","      Construction",11799.3,11966.2,12079.8,12207.2
"45000","South Carolina","12","      Manufacturing",37743.9,37773.7,38629.2,39412.1
"45000","South Carolina","13","          Durable goods manufacturing",23417.5,22700.8,23758.5,24022.3
"45000","South Carolina","25","          Nondurable goods manufacturing",14326.4,15072.9,14870.7,15389.9
"45000","South Carolina","34","      Wholesale trade",12949.3,13078.4,13415.6,14082.0
"45000","South Carolina","35","      Retail trade",15015.9,15344.0,15445.8,15609.5
"45000","South Carolina","36","      Transportation and warehousing",5529.5,5692.0,5707.0,5857.0
"45000","South Carolina","45","      Information",6403.9,6623.5,6668.3,6736.7
"45000","South Carolina","51","      Finance and insurance",10642.8,10945.3,11283.1,10944.8
"45000","South Carolina","56","      Real estate and rental and leasing",28614.6,29056.0,29432.4,29787.0
"45000","South Carolina","60","      Professional, scientific, and technical services",13063.4,13176.2,13381.1,13467.7
"45000","South Carolina","64","      Management of companies and enterprises",2521.6,2532.6,2561.1,2755.5
"45000","South Carolina","65","      Administrative and support and waste management and remediation services",9528.4,9567.6,9677.8,10072.4
"45000","South Carolina","69","      Educational services",1756.4,1762.1,1793.3,1809.1
"45000","South Carolina","70","      Health care and social assistance",15108.2,15271.5,15398.2,15657.3
"45000","South Carolina","76","      Arts, entertainment, and recreation",1488.0,1558.5,1589.8,1602.3
"45000","South Carolina","79","      Accommodation and food services",9363.0,9547.0,9627.1,9844.1
"45000","South Carolina","82","      Other services (except government and government enterprises)",5315.1,5420.7,5490.4,5594.0
"45000","South Carolina","83","  Government and government enterprises",35092.2,35772.3,36098.9,36048.3
"46000","South Dakota","1","All industry total",51214.4,51831.7,52381.7,52631.9
"46000","South Dakota","2","  Private industries",45391.6,45923.2,46390.2,46658.8
"46000","South Dakota","3","      Agriculture, forestry, fishing and hunting",3725.6,3672.5,3470.6,3573.7
"46000","South Dakota","6","      Mining, quarrying, and oil and gas extraction",149.0,144.5,149.9,141.6
"46000","South Dakota","10","      Utilities",901.5,903.9,897.7,919.3
"46000","South Dakota","11","      Construction",1982.6,1991.6,2018.7,2025.6
"46000","South Dakota","12","      Manufacturing",5095.5,5101.3,5176.5,5166.1
"46000","South Dakota","13","          Durable goods manufacturing",3501.3,3520.0,3606.4,3565.0
"46000","South Dakota","25","          Nondurable goods manufacturing",1594.2,1581.3,1570.1,1601.1
"46000","South Dakota","34","      Wholesale trade",3594.9,3676.2,3738.0,3808.2
"46000","South Dakota","35","      Retail trade",3502.6,3528.9,3515.8,3546.4
"46000","South Dakota","36","      Transportation and warehousing",1221.2,1237.3,1271.5,1291.3
"46000","South Dakota","45","      Information",1253.1,1249.4,1262.9,1257.9
"46000","South Dakota","51","      Finance and insurance",7855.8,8093.6,8341.3,8200.4
"46000","South Dakota","56","      Real estate and rental and leasing",4714.8,4795.4,4845.6,4901.2
"46000","South Dakota","60","      Professional, scientific, and technical services",1589.5,1620.4,1629.0,1649.9
"46000","South Dakota","64","      Management of companies and enterprises",692.0,703.5,730.9,723.2
"46000","South Dakota","65","      Administrative and support and waste management and remediation services",750.0,758.9,781.1,776.7
"46000","South Dakota","69","      Educational services",340.7,338.7,338.8,339.0
"46000","South Dakota","70","      Health care and social assistance",4983.0,5014.3,5105.2,5208.1
"46000","South Dakota","76","      Arts, entertainment, and recreation",302.3,317.0,315.8,316.2
"46000","South Dakota","79","      Accommodation and food services",1661.1,1689.4,1694.5,1694.3
"46000","South Dakota","82","      Other services (except government and government enterprises)",1076.4,1086.4,1106.3,1120.0
"46000","South Dakota","83","  Government and government enterprises",5822.8,5908.5,5991.5,5973.1
"47000","Tennessee","1","All industry total",355118.8,362874.1,368694.3,369732.5
"47000","Tennessee","2","  Private industries",315182.3,322381.1,327864.6,328844.8
"47000","Tennessee","3","      Agriculture, forestry, fishing and hunting",1122.2,1212.7,1124.4,1046.4
"47000","Tennessee","6","      Mining, quarrying, and oil and gas extraction",876.0,961.5,999.4,962.0
"47000","Tennessee","10","      Utilities",1995.4,2062.0,2106.2,2183.7
"47000","Tennessee","11","      Construction",13656.0,14109.4,14289.0,14099.0
"47000","Tennessee","12","      Manufacturing",53205.4,55022.2,56010.9,55638.9
"47000","Tennessee","13","          Durable goods manufacturing",31412.3,31551.1,32538.9,32239.9
"47000","Tennessee","25","          Nondurable goods manufacturing",21793.1,23471.0,23472.0,23398.9
"47000","Tennessee","34","      Wholesale trade",24232.1,24885.1,25139.5,25250.3
"47000","Tennessee","35","      Retail trade",23835.0,24307.8,24707.2,24333.8
"47000","Tennessee","36","      Transportation and warehousing",16156.0,16378.5,16666.5,17142.6
"47000","Tennessee","45","      Information",11698.6,12118.6,11672.9,11509.4
"47000","Tennessee","51","      Finance and insurance",20455.6,20933.1,22399.3,22053.9
"47000","Tennessee","56","      Real estate and rental and leasing",39167.4,39897.1,40409.8,40793.0
"47000","Tennessee","60","      Professional, scientific, and technical services",20062.4,19948.3,20679.7,20670.1
"47000","Tennessee","64","      Management of companies and enterprises",6729.8,6947.2,6930.7,6943.6
"47000","Tennessee","65","      Administrative and support and waste management and remediation services",13760.6,14053.0,14295.0,14561.3
"47000","Tennessee","69","      Educational services",3781.7,3826.5,3906.2,3999.7
"47000","Tennessee","70","      Health care and social assistance",35784.5,36356.2,36278.8,37310.7
"47000","Tennessee","76","      Arts, entertainment, and recreation",6805.3,7102.3,7321.7,7379.0
"47000","Tennessee","79","      Accommodation and food services",13148.0,13366.0,13835.9,13786.8
"47000","Tennessee","82","      Other services (except government and government enterprises)",8710.4,8893.5,9091.4,9180.4
"47000","Tennessee","83","  Government and government enterprises",39936.5,40493.0,40829.7,40887.7
"48000","Texas","1","All industry total",1751026.7,1792912.0,1823659.1,1842447.1
"48000","Texas","2","  Private industries",1567231.4,1606716.2,1635640.5,1653299.0
"48000","Texas","3","      Agriculture, forestry, fishing and hunting",9659.7,9733.8,7747.5,8776.5
"48000","Texas","6","      Mining, quarrying, and oil and gas extraction",150607.6,160028.4,169682.0,166360.3
"48000","Texas","10","      Utilities",30119.0,30655.8,30120.6,30862.9
"48000","Texas","11","      Construction",90985.8,92572.3,93799.9,93998.4
"48000","Texas","12","      Manufacturing",230774.2,235652.3,239452.1,244768.0
"48000","Texas","13","          Durable goods manufacturing",111283.3,112456.8,114441.1,115607.5
"48000","Texas","25","          Nondurable goods manufacturing",119490.9,123195.5,125011.1,129160.6
"48000","Texas","34","      Wholesale trade",134349.6,136576.0,138576.8,142324.3
"48000","Texas","35","      Retail trade",97494.5,99949.6,100371.2,100532.9
"48000","Texas","36","      Transportation and warehousing",65077.1,65407.6,66593.4,68032.2
"48000","Texas","45","      Information",63078.3,65422.1,67061.4,68292.0
"48000","Texas","51","      Finance and insurance",98156.1,102138.9,106247.9,104423.7
"48000","Texas","56","      Real estate and rental and leasing",171837.9,174610.6,176158.5,178787.0
"48000","Texas","60","      Professional, scientific, and technical services",123871.8,126475.0,128934.2,130812.4
"48000","Texas","64","      Management of companies and enterprises",24535.9,24973.7,25665.1,25676.3
"48000","Texas","65","      Administrative and support and waste management and remediation services",58404.7,59306.5,60106.3,60758.1
"48000","Texas","69","      Educational services",12647.0,12895.8,13111.4,13379.4
"48000","Texas","70","      Health care and social assistance",107845.8,109526.1,110256.3,112379.7
"48000","Texas","76","      Arts, entertainment, and recreation",11843.1,12741.9,12760.2,12843.4
"48000","Texas","79","      Accommodation and food services",50918.4,52036.4,52767.3,53423.7
"48000","Texas","82","      Other services (except government and government enterprises)",35025.0,36013.3,36228.5,36867.8
"48000","Texas","83","  Government and government enterprises",183795.3,186195.8,188018.6,189148.1
"49000","Utah","1","All industry total",174343.7,177406.3,179586.4,181214.0
"49000","Utah","2","  Private industries",153066.2,155729.6,157714.3,159110.9
"49000","Utah","3","      Agriculture, forestry, fishing and hunting",798.1,816.0,690.4,799.4
"49000","Utah","6","      Mining, quarrying, and oil and gas extraction",2627.9,2842.7,2830.6,2690.3
"49000","Utah","10","      Utilities",2213.4,2284.9,2328.4,2419.1
"49000","Utah","11","      Construction",10927.3,10997.1,11035.6,11148.5
"49000","Utah","12","      Manufacturing",19085.6,19433.5,19852.2,19955.4
"49000","Utah","13","          Durable goods manufacturing",12557.7,12608.4,12856.9,12792.5
"49000","Utah","25","          Nondurable goods manufacturing",6527.9,6825.1,6995.2,7162.9
"49000","Utah","34","      Wholesale trade",8863.5,8935.1,9097.7,9389.1
"49000","Utah","35","      Retail trade",11856.3,12268.1,12079.7,12429.4
"49000","Utah","36","      Transportation and warehousing",6546.2,6481.2,6637.2,6822.2
"49000","Utah","45","      Information",8355.1,8450.2,8730.2,8604.7
"49000","Utah","51","      Finance and insurance",15133.7,15753.2,15864.5,15112.8
"49000","Utah","56","      Real estate and rental and leasing",23911.3,24217.1,24508.0,24807.2
"49000","Utah","60","      Professional, scientific, and technical services",11623.1,11949.7,12371.6,12662.6
"49000","Utah","64","      Management of companies and enterprises",2405.9,2403.1,2439.1,2413.0
"49000","Utah","65","      Administrative and support and waste management and remediation services",5189.5,5331.1,5336.8,5545.9
"49000","Utah","69","      Educational services",2589.1,2606.8,2715.8,2796.7
"49000","Utah","70","      Health care and social assistance",10350.3,10264.6,10369.0,10525.6
"49000","Utah","76","      Arts, entertainment, and recreation",1578.2,1534.0,1568.5,1600.5
"49000","Utah","79","      Accommodation and food services",4366.1,4430.2,4496.7,4549.5
"49000","Utah","82","      Other services (except government and government enterprises)",4645.7,4731.2,4762.4,4838.9
"49000","Utah","83","  Government and government enterprises",21277.5,21676.7,21872.2,22103.1
"50000","Vermont","1","All industry total",32726.3,33236.2,33393.0,33669.6
"50000","Vermont","2","  Private industries",27977.4,28439.2,28572.4,28817.1
"50000","Vermont","3","      Agriculture, forestry, fishing and hunting",357.4,373.4,359.3,388.5
"50000","Vermont","6","      Mining, quarrying, and oil and gas extraction",253.9,234.0,220.0,198.3
"50000","Vermont","10","      Utilities",627.2,649.4,652.4,749.0
"50000","Vermont","11","      Construction",1109.3,1126.9,1111.8,1094.7
"50000","Vermont","12","      Manufacturing",3026.7,3118.1,3124.3,3155.3
"50000","Vermont","13","          Durable goods manufacturing",1960.4,2001.7,2029.7,2050.5
"50000","Vermont","25","          Nondurable goods manufacturing",1066.3,1116.4,1094.6,1104.7
"50000","Vermont","34","      Wholesale trade",1696.5,1651.8,1651.9,1625.6
"50000","Vermont","35","      Retail trade",2450.1,2496.8,2475.0,2506.9
"50000","Vermont","36","      Transportation and warehousing",547.3,567.7,563.0,574.5
"50000","Vermont","45","      Information",845.8,863.2,859.1,871.0
"50000","Vermont","51","      Finance and insurance",1723.8,1778.3,1834.0,1812.1
"50000","Vermont","56","      Real estate and rental and leasing",4588.7,4647.6,4694.5,4744.0
"50000","Vermont","60","      Professional, scientific, and technical services",2181.4,2208.6,2229.5,2186.7
"50000","Vermont","64","      Management of companies and enterprises",276.4,259.0,248.0,256.2
"50000","Vermont","65","      Administrative and support and waste management and remediation services",900.7,915.0,936.9,947.7
"50000","Vermont","69","      Educational services",976.0,985.5,996.2,997.9
"50000","Vermont","70","      Health care and social assistance",3571.1,3630.4,3655.1,3723.0
"50000","Vermont","76","      Arts, entertainment, and recreation",351.5,369.9,378.1,385.5
"50000","Vermont","79","      Accommodation and food services",1742.5,1793.2,1801.8,1812.6
"50000","Vermont","82","      Other services (except government and government enterprises)",751.1,770.4,781.5,787.6
"50000","Vermont","83","  Government and government enterprises",4748.9,4797.0,4820.5,4852.6
"51000","Virginia","1","All industry total",523334.2,530306.4,537213.5,540715.9
"51000","Virginia","2","  Private industries",427232.9,433415.3,437944.6,442027.6
"51000","Virginia","3","      Agriculture, forestry, fishing and hunting",1464.8,1538.1,1342.7,1481.3
"51000","Virginia","6","      Mining, quarrying, and oil and gas extraction",1430.3,1427.5,1428.5,1344.6
"51000","Virginia","10","      Utilities",8074.8,8125.1,8342.3,8323.8
"51000","Virginia","11","      Construction",20830.1,21139.3,21378.8,21663.5
"51000","Virginia","12","      Manufacturing",44738.3,45050.5,45515.3,45793.9
"51000","Virginia","13","          Durable goods manufacturing",18255.2,18699.5,19039.8,19593.9
"51000","Virginia","25","          Nondurable goods manufacturing",26483.2,26351.0,26475.5,26200.0
"51000","Virginia","34","      Wholesale trade",22147.6,22281.5,22654.0,23305.2
"51000","Virginia","35","      Retail trade",26273.6,26647.2,26668.4,26739.9
"51000","Virginia","36","      Transportation and warehousing",14186.0,14502.4,14722.8,15155.2
"51000","Virginia","45","      Information",16163.8,17306.0,17451.7,17757.4
"51000","Virginia","51","      Finance and insurance",27271.5,27228.9,28691.5,27548.1
"51000","Virginia","56","      Real estate and rental and leasing",73638.4,74873.5,75532.5,76506.0
"51000","Virginia","60","      Professional, scientific, and technical services",68768.4,70102.3,70214.9,70854.1
"51000","Virginia","64","      Management of companies and enterprises",13571.2,13036.7,13336.8,13034.4
"51000","Virginia","65","      Administrative and support and waste management and remediation services",19172.7,19725.8,19776.6,20526.7
"51000","Virginia","69","      Educational services",5118.8,5123.8,5242.4,5297.8
"51000","Virginia","70","      Health care and social assistance",33784.7,34124.5,34181.1,34879.3
"51000","Virginia","76","      Arts, entertainment, and recreation",3389.6,3590.1,3641.0,3710.0
"51000","Virginia","79","      Accommodation and food services",14178.6,14365.3,14467.2,14612.2
"51000","Virginia","82","      Other services (except government and government enterprises)",13029.7,13226.5,13355.9,13494.3
"51000","Virginia","83","  Government and government enterprises",96101.3,96891.0,99269.0,98688.3
"53000","Washington","1","All industry total",549577.6,562939.0,573225.9,577581.4
"53000","Washington","2","  Private industries",480020.9,492221.4,501450.5,505291.6
"53000","Washington","3","      Agriculture, forestry, fishing and hunting",6954.6,7276.9,7715.2,7789.5
"53000","Washington","6","      Mining, quarrying, and oil and gas extraction",548.7,577.0,623.3,595.2
"53000","Washington","10","      Utilities",4464.7,4440.4,4616.3,4594.4
"53000","Washington","11","      Construction",23533.3,24075.5,24416.9,24873.2
"53000","Washington","12","      Manufacturing",63053.7,63986.3,65023.4,66143.6
"53000","Washington","13","          Durable goods manufacturing",47137.7,47537.2,48324.5,49169.2
"53000","Washington","25","          Nondurable goods manufacturing",15916.0,16449.1,16698.9,16974.4
"53000","Washington","34","      Wholesale trade",27776.8,28343.7,28621.0,29052.9
"53000","Washington","35","      Retail trade",45723.4,48067.8,47758.3,47166.0
"53000","Washington","36","      Transportation and warehousing",15245.0,15673.5,15986.4,16395.3
"53000","Washington","45","      Information",67708.7,70375.7,74331.1,73918.4
"53000","Washington","51","      Finance and insurance",20932.9,21861.9,22682.8,22039.0
"53000","Washington","56","      Real estate and rental and leasing",76139.6,77176.9,78114.9,78894.6
"53000","Washington","60","      Professional, scientific, and technical services",36919.6,37607.9,37805.8,37691.6
"53000","Washington","64","      Management of companies and enterprises",6987.7,7271.7,7185.1,7059.2
"53000","Washington","65","      Administrative and support and waste management and remediation services",14725.1,14844.6,15177.7,15600.2
"53000","Washington","69","      Educational services",3153.2,3181.1,3233.2,3299.1
"53000","Washington","70","      Health care and social assistance",34740.5,35493.4,35964.6,36632.2
"53000","Washington","76","      Arts, entertainment, and recreation",4284.9,4413.9,4542.4,4575.9
"53000","Washington","79","      Accommodation and food services",16411.5,16648.6,16642.4,17775.0
"53000","Washington","82","      Other services (except government and government enterprises)",10716.8,10904.3,11009.7,11196.4
"53000","Washington","83","  Government and government enterprises",69556.8,70717.6,71775.4,72289.8
"54000","West Virginia","1","All industry total",75115.0,77103.5,78765.6,78766.2
"54000","West Virginia","2","  Private industries",63175.4,65242.8,66556.3,66578.5
"54000","West Virginia","3","      Agriculture, forestry, fishing and hunting",277.6,300.1,271.5,309.2
"54000","West Virginia","6","      Mining, quarrying, and oil and gas extraction",7823.8,8029.9,8255.0,7641.4
"54000","West Virginia","10","      Utilities",2201.5,2339.3,2298.4,2398.3
"54000","West Virginia","11","      Construction",3679.6,4356.9,5015.8,4809.6
"54000","West Virginia","12","      Manufacturing",7952.4,8083.3,8063.8,8241.8
"54000","West Virginia","13","          Durable goods manufacturing",3474.8,3506.5,3541.6,3619.6
"54000","West Virginia","25","          Nondurable goods manufacturing",4477.6,4576.8,4522.2,4622.3
"54000","West Virginia","34","      Wholesale trade",3421.7,3463.3,3531.3,3643.7
"54000","West Virginia","35","      Retail trade",5089.3,5135.7,5123.2,5134.7
"54000","West Virginia","36","      Transportation and warehousing",2211.3,2335.9,2343.9,2397.5
"54000","West Virginia","45","      Information",1366.1,1470.2,1433.2,1447.1
"54000","West Virginia","51","      Finance and insurance",2593.2,2755.7,2780.7,2747.4
"54000","West Virginia","56","      Real estate and rental and leasing",7439.2,7616.6,7726.4,7829.2
"54000","West Virginia","60","      Professional, scientific, and technical services",3402.5,3470.8,3571.1,3696.1
"54000","West Virginia","64","      Management of companies and enterprises",795.0,809.5,782.6,808.7
"54000","West Virginia","65","      Administrative and support and waste management and remediation services",2002.7,2074.3,2110.2,2171.3
"54000","West Virginia","69","      Educational services",415.6,418.5,446.3,448.6
"54000","West Virginia","70","      Health care and social assistance",8086.2,8117.4,8292.0,8333.6
"54000","West Virginia","76","      Arts, entertainment, and recreation",389.2,418.1,434.9,409.0
"54000","West Virginia","79","      Accommodation and food services",2503.3,2484.0,2514.1,2537.4
"54000","West Virginia","82","      Other services (except government and government enterprises)",1525.1,1563.3,1561.9,1573.7
"54000","West Virginia","83","  Government and government enterprises",11939.7,11860.7,12209.2,12187.7
"55000","Wisconsin","1","All industry total",331469.2,334960.0,337893.6,340853.5
"55000","Wisconsin","2","  Private industries",295101.1,299459.9,301703.9,303996.6
"55000","Wisconsin","3","      Agriculture, forestry, fishing and hunting",4354.5,4611.1,3869.8,4282.4
"55000","Wisconsin","6","      Mining, quarrying, and oil and gas extraction",1928.3,1972.0,2119.1,1951.2
"55000","Wisconsin","10","      Utilities",5663.6,5770.7,5746.6,5863.4
"55000","Wisconsin","11","      Construction",13691.5,13913.9,13854.7,14283.6
"55000","Wisconsin","12","      Manufacturing",61563.0,62947.3,63814.8,63989.7
"55000","Wisconsin","13","          Durable goods manufacturing",35900.7,36386.6,37182.9,37305.2
"55000","Wisconsin","25","          Nondurable goods manufacturing",25662.3,26560.7,26631.9,26684.6
"55000","Wisconsin","34","      Wholesale trade",20430.7,20196.5,20704.7,21220.0
"55000","Wisconsin","35","      Retail trade",18425.1,18831.4,18665.3,18834.9
"55000","Wisconsin","36","      Transportation and warehousing",9869.0,10098.7,10159.1,10361.7
"55000","Wisconsin","45","      Information",11396.3,11622.3,11627.2,11793.6
"55000","Wisconsin","51","      Finance and insurance",25573.8,26097.5,26801.1,26017.1
"55000","Wisconsin","56","      Real estate and rental and leasing",38548.6,39123.6,39472.4,39906.6
"55000","Wisconsin","60","      Professional, scientific, and technical services",14964.3,15032.4,15138.7,15336.1
"55000","Wisconsin","64","      Management of companies and enterprises",10036.4,9773.5,9753.2,9392.1
"55000","Wisconsin","65","      Administrative and support and waste management and remediation services",8210.4,8319.7,8342.6,8351.1
"55000","Wisconsin","69","      Educational services",3621.9,3672.6,3704.4,3720.6
"55000","Wisconsin","70","      Health care and social assistance",29047.0,29661.8,29765.7,30310.6
"55000","Wisconsin","76","      Arts, entertainment, and recreation",2688.8,2555.6,2727.5,2748.4
"55000","Wisconsin","79","      Accommodation and food services",7926.4,7988.3,8081.6,8173.6
"55000","Wisconsin","82","      Other services (except government and government enterprises)",7161.5,7271.0,7355.6,7460.0
"55000","Wisconsin","83","  Government and government enterprises",36368.2,35500.1,36189.6,36856.9
"56000","Wyoming","1","All industry total",38430.9,38957.1,39473.3,39612.6
"56000","Wyoming","2","  Private industries",32236.3,32680.2,33107.0,33278.4
"56000","Wyoming","3","      Agriculture, forestry, fishing and hunting",653.9,665.7,570.4,630.2
"56000","Wyoming","6","      Mining, quarrying, and oil and gas extraction",7459.1,7537.1,7748.3,7395.2
"56000","Wyoming","10","      Utilities",1033.8,1098.2,1086.4,1132.4
"56000","Wyoming","11","      Construction",1967.7,2013.5,2069.5,2187.8
"56000","Wyoming","12","      Manufacturing",2165.5,2234.1,2298.8,2341.3
"56000","Wyoming","13","          Durable goods manufacturing",512.9,521.8,541.1,568.4
"56000","Wyoming","25","          Nondurable goods manufacturing",1652.6,1712.2,1757.7,1772.9
"56000","Wyoming","34","      Wholesale trade",1494.0,1489.0,1501.9,1577.8
"56000","Wyoming","35","      Retail trade",2109.6,2135.5,2130.2,2131.0
"56000","Wyoming","36","      Transportation and warehousing",3454.3,3367.6,3403.1,3470.0
"56000","Wyoming","45","      Information",616.1,642.0,639.8,638.3
"56000","Wyoming","51","      Finance and insurance",1053.2,1089.9,1106.9,1064.7
"56000","Wyoming","56","      Real estate and rental and leasing",4167.5,4252.5,4322.4,4384.4
"56000","Wyoming","60","      Professional, scientific, and technical services",1189.2,1225.5,1252.8,1266.0
"56000","Wyoming","64","      Management of companies and enterprises",115.1,124.6,125.2,141.5
"56000","Wyoming","65","      Administrative and support and waste management and remediation services",582.1,594.8,598.1,613.8
"56000","Wyoming","69","      Educational services",117.0,116.5,114.6,122.0
"56000","Wyoming","70","      Health care and social assistance",1739.5,1736.8,1752.2,1763.3
"56000","Wyoming","76","      Arts, entertainment, and recreation",276.3,289.3,293.5,290.5
"56000","Wyoming","79","      Accommodation and food services",1428.0,1448.2,1468.3,1484.7
"56000","Wyoming","82","      Other services (except government and government enterprises)",614.4,619.4,624.6,643.6
"56000","Wyoming","83","  Government and government enterprises",6194.5,6276.9,6366.3,6334.3
"91000","New England","1","All industry total",1070862.9,1084947.1,1096173.9,1101530.8
"91000","New England","2","  Private industries",958896.7,971690.8,981394.2,986855.6
"91000","New England","3","      Agriculture, forestry, fishing and hunting","(D)","(D)","(D)","(D)"
"91000","New England","6","      Mining, quarrying, and oil and gas extraction","(D)","(D)","(D)","(D)"
"91000","New England","10","      Utilities",16427.7,15671.0,15445.5,16205.7
"91000","New England","11","      Construction",37064.9,37845.4,37785.4,38138.8
"91000","New England","12","      Manufacturing",105782.8,106145.1,106993.3,106421.2
"91000","New England","13","          Durable goods manufacturing",71586.4,71693.8,72996.9,72644.5
"91000","New England","25","          Nondurable goods manufacturing",34196.4,34451.3,33996.5,33776.6
"91000","New England","34","      Wholesale trade",58907.3,58771.0,60070.0,60528.1
"91000","New England","35","      Retail trade",51752.1,52682.6,52995.9,53055.9
"91000","New England","36","      Transportation and warehousing",19521.7,20091.5,20462.3,20839.1
"91000","New England","45","      Information",50237.3,51716.6,52879.4,53724.9
"91000","New England","51","      Finance and insurance",108618.8,109915.1,109719.2,107981.3
"91000","New England","56","      Real estate and rental and leasing",152897.0,155137.6,156461.2,157789.6
"91000","New England","60","      Professional, scientific, and technical services",106327.0,108311.2,109587.2,110502.5
"91000","New England","64","      Management of companies and enterprises",24601.5,24935.3,25994.7,26072.3
"91000","New England","65","      Administrative and support and waste management and remediation services",30448.9,30926.6,31593.3,31996.8
"91000","New England","69","      Educational services",29040.0,29528.6,29760.2,30121.6
"91000","New England","70","      Health care and social assistance",98546.5,99495.9,100179.8,101218.4
"91000","New England","76","      Arts, entertainment, and recreation",12008.4,12601.9,12685.6,12815.3
"91000","New England","79","      Accommodation and food services",32585.2,33281.5,33610.5,33951.0
"91000","New England","82","      Other services (except government and government enterprises)",20885.4,21289.6,21589.7,21850.1
"91000","New England","83","  Government and government enterprises",111966.2,113256.3,114779.7,114675.2
"92000","Mideast","1","All industry total",3638122.3,3693875.0,3731562.5,3739493.5
"92000","Mideast","2","  Private industries",3191434.7,3242398.1,3274688.2,3280438.4
"92000","Mideast","3","      Agriculture, forestry, fishing and hunting","(D)","(D)","(D)","(D)"
"92000","Mideast","6","      Mining, quarrying, and oil and gas extraction","(D)","(D)","(D)","(D)"
"92000","Mideast","10","      Utilities",57157.7,57501.9,56478.2,57620.8
"92000","Mideast","11","      Construction",129580.5,130444.2,130676.2,130818.5
"92000","Mideast","12","      Manufacturing",240186.5,243771.0,246505.8,249639.9
"92000","Mideast","13","          Durable goods manufacturing",109399.6,110937.5,113006.2,112374.1
"92000","Mideast","25","          Nondurable goods manufacturing",130786.9,132833.4,133499.6,137265.8
"92000","Mideast","34","      Wholesale trade",189118.9,193417.3,194130.3,195897.9
"92000","Mideast","35","      Retail trade",167241.7,168775.1,168158.4,167751.7
"92000","Mideast","36","      Transportation and warehousing",93455.1,94572.2,95458.2,97462.1
"92000","Mideast","45","      Information",226774.8,232272.4,237721.6,239934.2
"92000","Mideast","51","      Finance and insurance",450076.9,455930.3,463052.4,449133.0
"92000","Mideast","56","      Real estate and rental and leasing",516672.9,523588.2,528156.9,532449.3
"92000","Mideast","60","      Professional, scientific, and technical services",328776.3,334574.4,339036.3,336806.2
"92000","Mideast","64","      Management of companies and enterprises",78667.7,79830.5,80826.2,79808.4
"92000","Mideast","65","      Administrative and support and waste management and remediation services",104204.1,106307.4,107737.4,109177.4
"92000","Mideast","69","      Educational services",73222.5,74280.6,74518.3,75812.5
"92000","Mideast","70","      Health care and social assistance",286872.5,291034.1,293995.1,298601.3
"92000","Mideast","76","      Arts, entertainment, and recreation",47950.3,49636.0,50259.3,50140.3
"92000","Mideast","79","      Accommodation and food services",95800.2,97826.3,97841.3,98928.9
"92000","Mideast","82","      Other services (except government and government enterprises)",80075.7,81317.8,82682.8,83358.3
"92000","Mideast","83","  Government and government enterprises",446687.6,451476.8,456874.3,459055.1
"93000","Great Lakes","1","All industry total",2726836.9,2760112.3,2792493.9,2806181.0
"93000","Great Lakes","2","  Private industries",2449493.7,2481318.2,2509864.4,2522788.1
"93000","Great Lakes","3","      Agriculture, forestry, fishing and hunting",21533.5,22906.4,21473.7,21141.0
"93000","Great Lakes","6","      Mining, quarrying, and oil and gas extraction",20446.5,21595.5,22363.9,20751.0
"93000","Great Lakes","10","      Utilities",47127.4,49018.8,48545.8,50233.2
"93000","Great Lakes","11","      Construction",103374.5,104758.8,105760.4,106442.5
"93000","Great Lakes","12","      Manufacturing",475808.9,479487.1,485593.0,488050.0
"93000","Great Lakes","13","          Durable goods manufacturing",282871.3,286078.3,290296.5,290585.1
"93000","Great Lakes","25","          Nondurable goods manufacturing",192937.6,193408.8,195296.5,197465.0
"93000","Great Lakes","34","      Wholesale trade",182679.1,182603.9,185343.0,190013.8
"93000","Great Lakes","35","      Retail trade",149176.2,152165.4,151059.3,152219.3
"93000","Great Lakes","36","      Transportation and warehousing",92334.0,94461.6,95960.0,98040.0
"93000","Great Lakes","45","      Information",76302.9,78668.8,78637.9,79485.6
"93000","Great Lakes","51","      Finance and insurance",220577.2,223678.4,231927.9,224771.8
